city_name,description,cause_of_incident,from_road,to_road,affected_roads,incident_category_desc,magnitude_of_delay_desc,length_in_meters,delay_in_seconds,incident_date
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-27 01:43:53.796000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-27 01:43:53.796000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-27 01:23:53.730000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-27 01:23:53.730000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-27 01:03:53.678000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-27 01:03:53.678000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-27 00:43:54.633000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-27 00:43:54.633000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-27 00:23:55.294000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-27 00:23:55.294000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-27 00:03:53.763000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-27 00:03:53.763000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 23:43:53.757000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 23:43:53.757000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 23:23:53.811000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 23:23:53.811000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 23:03:53.775000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 23:03:53.775000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 22:43:53.819000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 22:43:53.819000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 22:23:53.712000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 22:23:53.712000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 22:03:53.769000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 22:03:53.769000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 21:43:53.679000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 21:43:53.679000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 21:23:53.914000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 21:23:53.914000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 21:03:53.770000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 21:03:53.770000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 20:43:53.873000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 20:43:53.873000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 20:23:53.761000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 20:23:53.761000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 20:03:53.727000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 20:03:53.727000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 19:43:53.709000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 19:43:53.709000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 19:23:53.732000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 19:23:53.732000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 19:03:53.924000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 19:03:53.924000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 18:43:54.431000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 18:43:54.431000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 18:23:53.813000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 18:23:53.813000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 18:03:53.766000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 18:03:53.766000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 17:43:53.707000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 17:43:53.707000"
Guimaraes,"stationary traffic",,"Rua da Penha / Estrada Municipal 579-2","Praça do Santuário",,Jam,Major,200,211,"2018-08-26 17:23:54.593000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 17:23:54.593000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 17:23:54.593000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 17:03:53.820000"
Guimaraes,"stationary traffic",,"Rua da Penha / Estrada Municipal 579-2","Praça do Santuário",,Jam,Major,200,211,"2018-08-26 17:03:53.820000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 17:03:53.820000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 16:43:53.798000"
Guimaraes,"queuing traffic",,"Rua da Penha / Estrada Municipal 579-2","Rua Conde de Guimarães",,Jam,Moderate,380,138,"2018-08-26 16:43:53.798000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 16:43:53.798000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 16:23:53.703000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 16:23:53.703000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 16:03:53.771000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 16:03:53.771000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 15:43:53.918000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 15:43:53.918000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 15:23:53.828000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 15:23:53.828000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 15:03:53.891000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 15:03:53.891000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 14:43:53.760000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 14:43:53.760000"
Guimaraes,"queuing traffic",,"Praça do Santuário","Estrada Municipal 579-2",EM579,Jam,Moderate,600,188,"2018-08-26 14:43:53.760000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,130,0,"2018-08-26 14:23:54.205000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 14:23:54.205000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 14:03:53.796000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 14:03:53.796000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 13:43:53.761000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 13:43:53.761000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 13:23:53.690000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 13:23:53.690000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 13:03:53.924000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 13:03:53.924000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 12:43:53.934000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 12:43:53.934000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 12:23:53.732000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 12:23:53.732000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 12:03:53.717000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 12:03:53.717000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 11:43:53.853000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 11:43:53.853000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 11:23:53.815000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 11:23:53.815000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 11:03:53.762000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 11:03:53.762000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 10:43:53.779000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 10:43:53.779000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 10:23:53.707000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 10:23:53.707000"
Guimaraes,"stationary traffic",,"Rua Eduardo Manuel de Almeida",N105,,Jam,Major,230,186,"2018-08-26 10:03:53.790000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 10:03:53.790000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 10:03:53.790000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 09:43:57.559000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 09:43:57.559000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 09:23:53.819000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 09:23:53.819000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 09:03:53.803000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 09:03:53.803000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 08:43:53.673000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 08:43:53.673000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 08:23:53.771000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 08:23:53.771000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 08:03:53.733000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 08:03:53.733000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 07:43:53.731000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 07:43:53.731000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 07:23:53.803000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 07:23:53.803000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 07:03:53.823000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 07:03:53.823000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 06:43:53.849000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 06:43:53.849000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 06:23:53.772000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 06:23:53.772000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 06:03:53.776000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 06:03:53.776000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 05:43:53.715000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 05:43:53.715000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 05:23:53.711000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 05:23:53.711000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 05:03:53.837000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 05:03:53.837000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 04:43:53.798000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 04:43:53.798000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 04:23:53.751000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 04:23:53.751000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 04:03:53.845000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 04:03:53.845000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 03:43:53.678000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 03:43:53.678000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 03:23:54.084000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 03:23:54.084000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 03:03:53.763000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 03:03:53.763000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 02:43:53.768000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 02:43:53.768000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 02:23:53.841000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 02:23:53.841000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 02:03:53.694000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 02:03:53.694000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 01:43:53.752000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 01:43:53.752000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 01:23:53.769000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 01:23:53.769000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 01:03:53.721000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 01:03:53.721000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 00:43:53.784000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 00:43:53.784000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 00:23:53.773000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 00:23:53.773000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-26 00:03:53.770000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-26 00:03:53.770000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-25 23:43:53.796000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-25 23:43:53.796000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-25 23:23:53.798000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-25 23:23:53.798000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-25 23:03:53.776000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-25 23:03:53.776000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-25 22:43:53.746000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-25 22:43:53.746000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-25 22:23:53.720000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-25 22:23:53.720000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-25 22:03:54.957000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-25 22:03:54.957000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-25 21:43:53.852000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-25 21:43:53.852000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-25 21:23:53.701000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-25 21:23:53.701000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-25 21:03:53.731000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-25 21:03:53.731000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-25 20:43:53.742000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-25 20:43:53.742000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-25 20:23:53.834000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-25 20:23:53.834000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-25 20:03:53.726000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-25 20:03:53.726000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-25 19:43:53.738000"
Guimaraes,closed,,"Praceta Cidade de Kaiserslautern","Rua da Ponte",,"Road Closed",Undefined,250,0,"2018-08-25 19:43:53.738000"
Guimaraes,closed,,"Rua da Ponte","Praceta Cidade de Kaiserslautern",,"Road Closed",Undefined,250,0,"2018-08-25 19:23:53.801000"
